#  year,  month,    day,     00,     01,     02,     03,     04,     05,     06,     07,     08,     09,     10,     11,     12,     13,     14,     15,     16,     17,     18,     19,     20,     21,     22,     23
2015.000000,6.000000,18.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.702691,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.796646,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.697706,0.726975,0.712233,0.638898
2015.000000,6.000000,19.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343,1.000000,0.796646,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.697706,0.726975,0.712233,0.638898,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2015.000000,6.000000,22.000000,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.697706,0.726975,0.712233,0.638898,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343
2015.000000,6.000000,23.000000,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.697706,0.726975,0.712233,0.638898,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000
2015.000000,6.000000,24.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545,1.000000,1.000000,0.697706,0.726975,0.712233,0.638898,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000
2015.000000,6.000000,25.000000,1.000000,0.790481,1.000000,0.707659,0.606644,0.754749,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545
2015.000000,6.000000,26.000000,1.000000,0.789172,1.000000,1.000000,1.000000,1.000000,0.467153,0.583212,0.327007,0.614599,1.000000,0.769343,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545,1.000000,0.790481,1.000000,0.707659,0.606644,0.754749
2015.000000,6.000000,29.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.433596,1.000000,0.634324,1.000000,1.000000,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545,1.000000,0.790481,1.000000,0.707659,0.606644,0.754749,1.000000,0.789172,1.000000,1.000000,1.000000,1.000000
2015.000000,6.000000,30.000000,1.000000,0.791353,1.000000,0.580003,0.531444,0.547822,0.462584,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545,1.000000,0.790481,1.000000,0.707659,0.606644,0.754749,1.000000,0.789172,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2015.000000,7.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.771702,0.692221,0.366545,1.000000,0.790481,1.000000,0.707659,0.606644,0.754749,1.000000,0.789172,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.791353,1.000000,0.580003,0.531444,0.547822
